697	CLO_0001008	CL_0000817	UBERON_0002371	BTO_0001969	CL
merkel cell carcinoma cell line:MKL-1	-	CL_0000242	UBERON_0001003	-	CL
merkel cell carcinoma cell line:MS-1	-	CL_0000242	UBERON_0002048	-	CL
Mero-14	-	CL_0000077	UBERON_0002048	-	CL
Mero-25	-	CL_0000077	UBERON_0002048	-	CL
Mero-41	-	CL_0000077	UBERON_0002048	-	CL
Mero-48a	-	CL_0000077	UBERON_0002048	-	CL
Mero-82	-	CL_0000077	UBERON_0002048	-	CL
Mero-83	-	CL_0000077	UBERON_0002048	-	CL
Mero-84	-	CL_0000077	UBERON_0002048	-	CL
Mero-95	-	CL_0000077	UBERON_0002048	-	CL
MES20	-	-	-	-	-
Mesangial_kidney_0	-	CL_0000650	UBERON_0002113	BTO_0000853	CT
Mesangial_kidney_4	-	CL_0000650	UBERON_0002113	BTO_0000853	CT
mesenchymal	-	CL_0000134	UBERON_0003104	BTO_0003298	CT
mesenchymal precursor cell - adipose donor1	-	CL_0000134	UBERON_0001013	BTO_0003298	CT
mesenchymal precursor cell - adipose donor2	-	CL_0000134	UBERON_0001013	BTO_0003298	CT
mesenchymal precursor cell - adipose donor3	-	CL_0000134	UBERON_0001013	BTO_0003298	CT
mesenchymal precursor cell - bone marrow donor1	-	CL_0000134	UBERON_0002371	BTO_0003298	CT
mesenchymal precursor cell - bone marrow donor2	-	CL_0000134	UBERON_0002371	BTO_0003298	CT
mesenchymal precursor cell - bone marrow donor3	-	CL_0000134	UBERON_0002371	BTO_0003298	CT
mesenchymal precursor cell - cardiac donor1	-	CL_0000134	UBERON_0000948	BTO_0003298	CT
mesenchymal precursor cell - cardiac donor2	-	CL_0000134	UBERON_0000948	BTO_0003298	CT
mesenchymal precursor cell - cardiac donor3	-	CL_0000134	UBERON_0000948	BTO_0003298	CT
mesenchymal precursor cell - cardiac donor4	-	CL_0000134	UBERON_0000948	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer left ovary donor1	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer left ovary donor2	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer left ovary donor3	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer left ovary donor4	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer metastasis donor1	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer metastasis donor2	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer metastasis donor3	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer metastasis donor4	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer right ovary donor1	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer right ovary donor2	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer right ovary donor3 (SOC-57-02)	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer right ovary donor3 (SOC-57-02-G)	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal precursor cell - ovarian cancer right ovary donor4	-	CL_0000134	UBERON_0000992	BTO_0003298	CT
mesenchymal stem cell	-	CL_0000134	UBERON_0003104	BTO_0003298	CT
Mesenchymal stem cell deriv. chondrocyte	-	CL_0000138	UBERON_0002418	BTO_0000249	CT
Mesenchymal stem cell derived adipocyte	-	CL_0000136	UBERON_0001013	BTO_0000443	CT
Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	-	CL_0000136	UBERON_0001013	BTO_0000443	CT
Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	-	CL_0000138	UBERON_0002418	BTO_0000249	CT
mesenchymal stem cell line:Hu5/E18	-	CL_0008019	UBERON_0003104	-	CL
Mesenchymal stem cells	-	CL_0000134	UBERON_0003104	BTO_0003298	CT
Mesenchymal stem cells - adipose donor0	-	CL_0000134	UBERON_0001013	BTO_0003298	CT
Mesenchymal Stem Cells - adipose donor1	-	CL_0000134	UBERON_0001013	BTO_0003298	CT
Mesenchymal Stem Cells - adipose donor3	-	CL_0000134	UBERON_0001013	BTO_0003298	CT
Mesenchymal Stem Cells - amniotic membrane donor1	-	CL_0000134	UBERON_0003124	BTO_0003298	CT
Mesenchymal Stem Cells - amniotic membrane donor2	-	CL_0000134	UBERON_0003124	BTO_0003298	CT
Mesenchymal Stem Cells - bone marrow donor1	-	CL_0000134	UBERON_0002371	BTO_0003298	CT
Mesenchymal Stem Cells - bone marrow donor2	-	CL_0000134	UBERON_0002371	BTO_0003298	CT
Mesenchymal Stem Cells - bone marrow donor3	-	CL_0000134	UBERON_0002371	BTO_0003298	CT
Mesenchymal stem cells - hepatic donor0	-	CL_0000134	UBERON_0002107	BTO_0003298	CT
Mesenchymal Stem Cells - hepatic donor2	-	CL_0000134	UBERON_0002107	BTO_0003298	CT
Mesenchymal stem cells - umbilical donor0	-	CL_0000134	UBERON_0002331	BTO_0003298	CT
Mesenchymal Stem Cells - umbilical donor1	-	CL_0000134	UBERON_0002331	BTO_0003298	CT
Mesenchymal Stem Cells - umbilical donor3	-	CL_0000134	UBERON_0002331	BTO_0003298	CT
Mesenchymal Stem Cells - Wharton's Jelly donor1	-	CL_0002568	UBERON_0002331	-	CT
Mesenchymal stem cells_SPC_mutation_ EF1	-	CL_0000134	UBERON_0003104	BTO_0003298	CT
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	-	CL_0000136	UBERON_0001013	BTO_0000443	CT
Mesenchymal_Stem_Cells	-	CL_0000134	UBERON_0003104	BTO_0003298	CT
mesenchymal_stem_cells-derived_adipocytes	-	CL_0000136	UBERON_0001013	BTO_0000443	CT
mesenchymal-stem-cell	-	CL_0000134	UBERON_0003104	BTO_0003298	CT
Mesendoderm	-	CL_0002321	UBERON_0000922	BTO_0003953	A
mesendoderm	-	CL_0002321	UBERON_0000922	BTO_0003953	A
MESMN1	-	CL_0000034	UBERON_0000955	-	CL
Mesothelial Cells donor1	-	CL_0000077	UBERON_0035809	-	CT
Mesothelial Cells donor3	-	CL_0000077	UBERON_0035809	-	CT
Mesothelial_intestine	-	CL_0000077	UBERON_0000160	-	CT
mesothelioma cell line:ACC-MESO-1	CLO_0050082	CL_0002078	UBERON_0000977	BTO_0005907	CL
mesothelioma cell line:ACC-MESO-4	CLO_0050083	CL_0002078	UBERON_0000977	-	CL
mesothelioma cell line:Mero-25	-	CL_0000077	UBERON_0002048	-	CL
mesothelioma cell line:Mero-41	-	CL_0000077	UBERON_0002048	-	CL
mesothelioma cell line:Mero-48a	-	CL_0000077	UBERON_0002048	-	CL
mesothelioma cell line:Mero-82	-	CL_0000077	UBERON_0002048	-	CL
mesothelioma cell line:Mero-83	-	CL_0000077	UBERON_0002048	-	CL
mesothelioma cell line:Mero-84	-	CL_0000077	UBERON_0002048	-	CL
mesothelioma cell line:Mero-95	-	CL_0000077	UBERON_0002048	-	CL
mesothelioma cell line:NCI-H2052	CLO_0008042	CL_0000082	UBERON_0002048	-	CL
mesothelioma cell line:NCI-H226	CLO_0008068	CL_0000082	UBERON_0002048	BTO_0003008	CL
mesothelioma cell line:NCI-H2452	CLO_0008077	CL_0000082	UBERON_0002048	-	CL
mesothelioma cell line:NCI-H28	CLO_0008079	CL_0000082	UBERON_0002048	-	CL
mesothelioma cell line:No36	-	CL_1000491	UBERON_0000977	-	CL
mesothelioma cell line:ONE58	-	CL_1000491	UBERON_0000977	-	CL
Metanephric_cell_4	-	CL_1000497	UBERON_0002113	-	CT
Metanephric_cell_6	-	CL_1000497	UBERON_0002113	-	CT
Metanephric_cell_8	-	CL_1000497	UBERON_0002113	-	CT
Metanephric_kidney_2	-	CL_1000497	UBERON_0002113	-	CT
metastatic_prostate_cancer_tissue	-	CL_0002231	UBERON_0002367	-	CT
metastatic-neuroblastoma	-	CL_0000031	UBERON_0001016	BTO_0000932	CT
MeWo	CLO_0007688	CL_2000000	UBERON_0001003	BTO_0003301	CL
MFH-ino	CLO_0050084	-	UBERON_0002384	-	CL
MG63	CLO_0007699	CL_0001035	UBERON_0002481	BTO_0001596	CL
MG-63	CLO_0007699	CL_0001035	UBERON_0002481	BTO_0001596	CL
MG63.3	-	CL_0001035	UBERON_0002481	-	CL
MG-63-3	-	CL_0001035	UBERON_0002481	-	CL
MG63-3_DMSO	-	CL_0001035	UBERON_0002481	-	CL
MHG	-	-	-	-	-
MHH-ES-1	CLO_0007718	-	UBERON_0002384	-	CL
MIA Paca2	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MIA PaCa-2-untreated	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MIA_PaCa-2_pancreatic_ductal_adenocarcinoma	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MiaPaca2	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MIAPaca2	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MIA-PaCa-2	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MIAPaca2 WT	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MiaPaCa2_1	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MiaPaCa2_2	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
MIC	-	CL_0001035	UBERON_0002481	-	CL
midbrain (mesencephalon)	-	CL_0002319	UBERON_0001891	-	A
middle temporal gyrus donor10252	-	CL_0002319	UBERON_0002771	BTO_0006178	A
mid-neurogenesis-radial-glial-cells	-	CL_0000125	UBERON_0001016	-	CT
migratory langerhans cells donor1	-	CL_0000453	UBERON_0000006	BTO_0000705	CT
migratory langerhans cells donor2	-	CL_0000453	UBERON_0000006	BTO_0000705	CT
migratory langerhans cells donor3	-	CL_0000453	UBERON_0000006	BTO_0000705	CT
MINO	-	CL_0017005	UBERON_0000178	-	CL
Minor_Salivary_Gland	-	CL_0009005	UBERON_0001830	BTO_0001203	A
mixed mullerian tumor cell line:HTMMT	CLO_0050882	CL_0002149	UBERON_0000995	-	CL
MKL-1	-	CL_0000242	UBERON_0001003	-	CL
MKL-1_Merkel_cell_carcinoma	-	CL_0000242	UBERON_0001003	-	CL
MKL1_virus_positive	-	CL_0000242	UBERON_0001003	-	CL
MKL2_virus_positive	-	CL_0000242	UBERON_0001003	-	CL
MKN1	CLO_0050804	CL_0002659	UBERON_0000945	BTO_0002384	CL
MKN28	CLO_0037142	CL_0002178	UBERON_0000945	BTO_0002381	CL
MKN28_gastric_tubular_adenocarcinoma	CLO_0037142	CL_0002178	UBERON_0000945	BTO_0002381	CL
MKN45	CLO_0050797	CL_0002659	UBERON_0000945	BTO_0001225	CL
MKN7	CLO_0050805	CL_0002659	UBERON_0000945	BTO_0002382	CL
MKN74	CLO_0050798	CL_0002178	UBERON_0000945	BTO_0002383	CL
MKPL-1	-	CL_0000553	UBERON_0002371	-	CL
ML-2	CLO_0007736	CL_0000763	UBERON_0000178	BTO_0001885	CL
MLMA	-	CL_0000236	UBERON_0000178	-	CL
MLPS_T1	-	CL_0000136	UBERON_0001013	-	CT
MLPS_T2	-	CL_0000136	UBERON_0001013	-	CT
MLS 1765-92	-	CL_0000136	UBERON_0001013	-	CT
MM.1S	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
MM.1S_A-485/GNE-781	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
MM.1S_GNE-781	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
MM_1S	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
MM001_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM011_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM031_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM034_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM047_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM057_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM074_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM087_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM099_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM1.S_A-485	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
MM1.S_DMSO_6h	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
MM1_S_plasma_cell_myeloma	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
MM118_Primary_Melanoma	-	CL_0000148	UBERON_0001003	-	CT
MM1S	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
MM1-S	CLO_0037203	CL_0000945	UBERON_0000178	BTO_0003933	CL
Mm96	CLO_0007801	CL_2000000	UBERON_0001003	-	CL
M-MOK	CLO_0051548	CL_0000553	UBERON_0002371	-	CL
MNNG	-	CL_0001035	UBERON_0002481	-	CL
MNNG-HOS	CLO_0007813	CL_0001035	UBERON_0002481	BTO_0005416	CL
Mo	CLO_0007815	CL_0000084	UBERON_0000178	BTO_0001014	CL
MO1043_ICN1_HA_H3K27Ac_a	-	CL_0000236	UBERON_0000178	-	CL
MO1043_ICN1_HA_H3K27Ac_b	-	CL_0000236	UBERON_0000178	-	CL
MO91	-	CL_0000763	UBERON_0000178	BTO_0005491	CL
Mobilized_CD34_cells	-	CL_0000037	UBERON_0002371	-	CT
Mobilized_CD34_Primary_Cells_Female	-	CL_0000037	UBERON_0002371	BTO_0000725	CT
Mobilized_CD34_Primary_Cells_Male	-	CL_0000037	UBERON_0002371	BTO_0000725	CT
MOLM13	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM-13	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
Molm13_CTRL	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM13_empty	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM-13_empty	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM-13_empty vector	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM13_empty_HG	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM13_sgLKB1e2	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM-13_sgNeg2	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM-13_sgSIK3e4	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM13_SIK3TQ	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM13_SIK3TQ_HG	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM-13acute_monocytic_leukemiaAML_Homo_sapiens	CLO_0009848	CL_0000763	UBERON_0000178	BTO_0004175	CL
MOLM14	-	CL_0000763	UBERON_0000178	BTO_0005720	CL
MOLM-14	-	CL_0000763	UBERON_0000178	BTO_0005720	CL
MOLM14_CA25_11	-	CL_0000763	UBERON_0000178	BTO_0005720	CL
MOLM14_CA25_12	-	CL_0000763	UBERON_0000178	BTO_0005720	CL
MOLM14_DMSO_10	-	CL_0000763	UBERON_0000178	BTO_0005720	CL
MOLM14_DMSO_9	-	CL_0000763	UBERON_0000178	BTO_0005720	CL
MOLM14_untreated	-	CL_0000763	UBERON_0000178	BTO_0005720	CL
MOLT-3	CLO_0007824	CL_0000084	UBERON_0000178	BTO_0001081	CL
MOLT3_adult_T_acute_lymphoblastic_leukemia	CLO_0007824	CL_0000084	UBERON_0000178	BTO_0001081	CL
Molt4	CLO_0007825	CL_0000084	UBERON_0000178	BTO_0000873	CL
MOLT4	CLO_0007825	CL_0000084	UBERON_0000178	BTO_0000873	CL
MOLT-4	CLO_0007825	CL_0000084	UBERON_0000178	BTO_0000873	CL
MOLT4_1	CLO_0007825	CL_0000084	UBERON_0000178	BTO_0000873	CL
MOLT4_2	CLO_0007825	CL_0000084	UBERON_0000178	BTO_0000873	CL
Monocyte	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
monocyte	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
monocyte (CB)	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
monocyte (VB)	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
Monocyte_1	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
Monocyte_2	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
monocyte_CB	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
monocyte_VB	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
monocyte-derived dendritic cells_0h	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
monocyte-derived dendritic cells_R848_1h	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
monocyte-derived dendritic cells_R848_24h	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
Monocyte-derived_dendritic_cells	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
monocyte-derived_macrophages	-	CL_0000235	UBERON_0002371	BTO_0000801	CT
Monocytes	-	CL_0000576	UBERON_0000178	BTO_0000876	CT
monocytes_of_peripheral_blood	-	CL_2000001	UBERON_0000178	BTO_0001025	CT
Monocytes-CD14+ RO01746	-	CL_0001054	UBERON_0000178	-	CT
Monocytes-CD14+ RO01746 Primary Cells	-	CL_0001054	UBERON_0000178	BTO_0000876	CT
Monocytes-CD14+_RO01746	-	CL_0001054	UBERON_0000178	-	CT
Monocytes-CD34	-	CL_0000576	UBERON_0000178	-	CT
MonoMac6	CLO_0007828	CL_0000576	UBERON_0000178	BTO_0002333	CL
Monomac6_CTRL	CLO_0007828	CL_0000576	UBERON_0000178	BTO_0002333	CL
mononuclear (PB)	-	CL_2000001	UBERON_0000178	BTO_0001025	CT
mononuclear_PB	-	CL_2000001	UBERON_0000178	BTO_0001025	CT
Mouse Embryonic Stem Cell	-	-	-	-	-
MPAL1_T1_2	-	CL_0000988	UBERON_0000178	-	CT
MPAL1_T1_3	-	CL_0000988	UBERON_0000178	-	CT
MPAL1_T1_4	-	CL_0000988	UBERON_0000178	-	CT
MPAL1_T2_4	-	CL_0000988	UBERON_0000178	-	CT
MPAL1_T2_5	-	CL_0000988	UBERON_0000178	-	CT
MPAL2_T1_2	-	CL_0000988	UBERON_0000178	-	CT
MPAL2_T1_3	-	CL_0000988	UBERON_0000178	-	CT
MPAL2_T1_4	-	CL_0000988	UBERON_0000178	-	CT
MPAL2_T2_2	-	CL_0000988	UBERON_0000178	-	CT
MPAL2_T2_4	-	CL_0000988	UBERON_0000178	-	CT
MPAL2_T2_5	-	CL_0000988	UBERON_0000178	-	CT
MPAL3_T1_3	-	CL_0000988	UBERON_0000178	-	CT
MPAL3_T1_4	-	CL_0000988	UBERON_0000178	-	CT
MPAL3_T1_5	-	CL_0000988	UBERON_0000178	-	CT
MPAL4_T1_1	-	CL_0000988	UBERON_0000178	-	CT
MPAL4_T1_2	-	CL_0000988	UBERON_0000178	-	CT
MPAL4_T1_3	-	CL_0000988	UBERON_0000178	-	CT
MPAL4_T1_4	-	CL_0000988	UBERON_0000178	-	CT
MPAL4_T2_0	-	CL_0000988	UBERON_0000178	-	CT
MPAL4_T2_2	-	CL_0000988	UBERON_0000178	-	CT
MPAL5_R1_1	-	CL_0000988	UBERON_0000178	-	CT
MPAL5_R1_2	-	CL_0000988	UBERON_0000178	-	CT
MPAL5_R1_3	-	CL_0000988	UBERON_0000178	-	CT
MPAL5_R1_4	-	CL_0000988	UBERON_0000178	-	CT
MPAL5_T1	-	CL_0000988	UBERON_0000178	-	CT
MPAL5R_T1_3	-	CL_0000988	UBERON_0000178	-	CT
MPNST	-	-	UBERON_0001021	BTO_0005316	CT
MPNST007_PRC2 WT	-	-	UBERON_0001021	BTO_0005316	CT
MPNST3813E_PRC2 mutant	-	-	UBERON_0001021	BTO_0005316	CT
MPNST642_PRC2 mutant	-	-	UBERON_0001021	BTO_0005316	CT
MPNST724_PRC2 WT	-	-	UBERON_0001021	BTO_0005316	CT
MPP_frozen_BM0828	-	CL_0000837	UBERON_0002371	-	CT
MPP_Frozen_BM1077	-	CL_0000837	UBERON_0002371	-	CT
MPP-CD34	-	CL_0000837	UBERON_0002371	-	CT
MRC-5	CLO_0007865	CL_0002553	UBERON_0002048	BTO_0001590	CL
MRC-5_fetal_lung_fibroblasts	CLO_0007865	CL_0002553	UBERON_0002048	BTO_0001590	CL
MRC-5_MRC5_1DPT	CLO_0007865	CL_0002553	UBERON_0002048	BTO_0001590	CL
MRC-5_N_1DPT	CLO_0007865	CL_0002553	UBERON_0002048	BTO_0001590	CL
MRC-5_NFD_1DPT	CLO_0007865	CL_0002553	UBERON_0002048	BTO_0001590	CL
MS1	-	CL_0000242	UBERON_0002048	BTO_0006355	CL
MS-1	-	CL_0000242	UBERON_0002048	BTO_0006355	CL
MS1_virus_positive	-	CL_0000242	UBERON_0002048	BTO_0006355	CL
MSC	-	CL_0000134	UBERON_0002371	BTO_0003298	CT
MSC (VB)	-	CL_0000134	UBERON_0000178	BTO_0003298	CT
MSC_BM	-	CL_0000134	UBERON_0002371	BTO_0003298	CT
MSC_VB	-	CL_0000134	UBERON_0000178	BTO_0003298	CT
MSTO	CLO_0007880	CL_0000077	UBERON_0001136	BTO_0002425	CL
MT4H1	-	CL_0000988	UBERON_0000178	-	CL
mucinous adenocarcinoma cell line:JHOM-1	CLO_0051441	CL_0000319	UBERON_0000992	-	CL
mucinous cystadenocarcinoma cell line:MCAS	CLO_0037094	CL_0000066	UBERON_0000992	-	CL
Mucinous ovarian cancer	-	-	UBERON_0000992	BTO_0005850	CT
Multipotent Cord Blood Unrestricted Somatic Stem Cells donor1	-	CL_0000723	UBERON_0002331	BTO_0002667	CT
Multipotent Cord Blood Unrestricted Somatic Stem Cells donor2	-	CL_0000723	UBERON_0002331	BTO_0002667	CT
Muscle satellite	-	CL_0000594	UBERON_0001134	BTO_0005787	CT
Muscle Satellite Cultured Cells	-	CL_0000594	UBERON_0001134	BTO_0005787	CT
muscle_of_leg	-	CL_0000737	UBERON_0001383	-	A
muscle_of_trunk	-	CL_0000737	UBERON_0001774	-	A
Muscle_Satellite_Cultured_Cells	-	CL_0000594	UBERON_0001134	BTO_0005787	CT
Muscle_Skeletal	-	CL_0000188	UBERON_0001134	BTO_0001103	A
Muscle_Unknown.7_muscle	-	CL_0000187	UBERON_0005090	BTO_0000887	A
muscle-of-leg	-	CL_0000737	UBERON_0001383	BTO_0000722	A
muscle-of-trunk	-	CL_0000737	UBERON_0001774	-	A
Mutu-1	-	CL_0000945	UBERON_0000178	-	CL
MUTUL	-	-	-	-	-
MUTZ-3	CLO_0007903	CL_0000763	UBERON_0000178	-	CL
Mutz-3	CLO_0007903	CL_0000763	UBERON_0000178	-	CL
MV411	CLO_0007906	CL_0000235	UBERON_0000178	BTO_0006413	CL
MV4-11	CLO_0007906	CL_0000235	UBERON_0000178	BTO_0006413	CL
MV-411	CLO_0007906	CL_0000235	UBERON_0000178	BTO_0006413	CL
MV-4-11	CLO_0007906	CL_0000235	UBERON_0000178	BTO_0006413	CL
MV-4-11_Childhood_acute_monocytic_leukemia	CLO_0007906	CL_0000235	UBERON_0000178	-	CL
MV-4-11_Childhood_acute_monocytic_leukemia_SHFLT3	CLO_0007906	CL_0000235	UBERON_0000178	-	CL
MV411_DMSO	CLO_0007906	CL_0000235	UBERON_0000178	BTO_0006413	CL
MV411_untreat	CLO_0007906	CL_0000235	UBERON_0000178	BTO_0006413	CL
MV4-11-B	-	CL_0000235	UBERON_0000178	-	CL
MV-4-11-B cells	-	CL_0000235	UBERON_0000178	-	CL
MYCN-3	-	CL_0000031	UBERON_0001016	-	CL
MYCN3_neuroblastoma_cell_line_with_inducible_MYCN_expression	-	CL_0000031	UBERON_0001016	-	CL
mycosis fungoides T cell lymphoma cell line:HuT 102 TIB-162	CLO_0004303	CL_0000084	UBERON_0000178	-	CL
myelodysplastic syndrome cell line:SKM-1	CLO_0037289	CL_0000763	UBERON_0000178	-	CL
Myeloid_adrenal	-	CL_0000763	UBERON_0002369	BTO_0000906	CT
Myeloid_BCC	-	CL_0000763	UBERON_0000178	BTO_0000906	CT
myeloid_cell	-	CL_0000763	UBERON_0000178	BTO_0000906	CT
Myeloid_heart	-	CL_0000763	UBERON_0000948	BTO_0000906	CT
Myeloid_intestine	-	CL_0000763	UBERON_0000160	BTO_0000906	CT
Myeloid_kidney	-	CL_0000763	UBERON_0002113	BTO_0000906	CT
Myeloid_liver	-	CL_0000763	UBERON_0002107	BTO_0000906	CT
Myeloid_liver_0	-	CL_0000763	UBERON_0002107	BTO_0000906	CT
Myeloid_liver_1	-	CL_0000763	UBERON_0002107	BTO_0000906	CT
Myeloid_liver_2	-	CL_0000763	UBERON_0002107	BTO_0000906	CT
Myeloid_liver_3	-	CL_0000763	UBERON_0002107	BTO_0000906	CT
Myeloid_lung	-	CL_0000763	UBERON_0002048	BTO_0000906	CT
Myeloid_placenta	-	CL_0000763	UBERON_0001987	BTO_0000906	CT
Myeloid_placenta_0	-	CL_0000763	UBERON_0001987	BTO_0000906	CT
Myeloid_placenta_2	-	CL_0000763	UBERON_0001987	BTO_0000906	CT
Myeloid_placenta_3	-	CL_0000763	UBERON_0001987	BTO_0000906	CT
Myeloid_placenta_4	-	CL_0000763	UBERON_0001987	BTO_0000906	CT
Myeloid_spleen	-	CL_0000763	UBERON_0002106	BTO_0000906	CT
myeloma cell line:PCM6	CLO_0051009	CL_0000786	UBERON_0000178	-	CL
Myoblast	-	CL_0000056	UBERON_0005090	BTO_0000222	CT
myoblast	-	CL_0000056	UBERON_0005090	BTO_0000222	CT
Myoblast donor1	-	CL_0000056	UBERON_0005090	BTO_0000222	CT
Myoblast donor2	-	CL_0000056	UBERON_0005090	BTO_0000222	CT
Myoblast donor3	-	CL_0000056	UBERON_0005090	BTO_0000222	CT
myoblasts	-	CL_0000056	UBERON_0005090	BTO_0000222	CT
MyoFibrob_A	-	CL_0000186	UBERON_0002384	BTO_0001946	CT
MyoFibrob_B	-	CL_0000186	UBERON_0002384	BTO_0001946	CT
MyoFibrob_C	-	CL_0000186	UBERON_0002384	BTO_0001946	CT
MyoFibrob_D	-	CL_0000186	UBERON_0002384	BTO_0001946	CT
MyoFibrob_E	-	CL_0000186	UBERON_0002384	BTO_0001946	CT
myofibroblast	-	CL_0000186	UBERON_0010211	BTO_0001946	CT
myofibroblasts	-	CL_0000186	UBERON_0010211	BTO_0001946	CT
myometrium	-	CL_0002601	UBERON_0001296	BTO_0000907	A
Myotube	-	CL_0002372	UBERON_0005090	BTO_0001760	CT
myotube	-	CL_0002372	UBERON_0005090	BTO_0001760	CT
myotube originated from skeletal muscle myoblast	-	CL_0002372	UBERON_0005090	-	CT
myxofibrosarcoma cell line:MFH-ino	CLO_0050084	-	UBERON_0002384	-	CL
myxofibrosarcoma cell line:NMFH-1	CLO_0050023	CL_0000057	UBERON_0001465	-	CL
N18TG2	-	-	-	-	-
N206	-	CL_0000031	UBERON_0001016	-	CL
N250	-	-	-	-	-
N38	-	-	-	-	-
N87 DMSO	CLO_0008129	CL_0002178	UBERON_0000945	BTO_0003053	CL
NA-A_astrocytes	-	CL_0000127	UBERON_0001017	-	-
naive B (VB)	-	CL_0000788	UBERON_0000178	-	CT
naive embryonic stem cell	-	CL_0002322	UBERON_0000922	BTO_0001086	CT
